Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Use,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,1.574,Natural Gas,32.08,Ship,384.5,Diesel,1.033,4.044,0.343,4.668,0.931,0.827,19.067,76.11,56.26,Landfill,72.16
Manufacturing,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,0.518,Coal,68.86,Rail,51.6,Heavy Fuel Oil,4.438,4.483,0.572,3.398,0.668,0.498,0.988,11.41,65.93,Incineration,52.96
Use,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,0.708,Natural Gas,52.24,Ship,850.7,Heavy Fuel Oil,4.452,3.485,3.313,3.846,0.133,0.19,9.972,45.1,18.44,Landfill,67.83
Use,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.835,Coal,27.81,Ship,319.8,Electric,1.287,1.393,1.823,2.205,0.484,0.485,12.537,34.41,50.34,Recycling,50.61
End-of-Life,Conventional,2020-2025,Europe,1 kg Copper Wire,Aluminium Ore,0.935,Electricity,63.31,Rail,285.4,Diesel,0.235,3.236,0.242,2.209,0.621,0.999,10.545,31.82,49.2,Recycling,19.57
Transport,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,2.471,Electricity,87.43,Truck,144.8,Electric,2.651,3.104,1.565,3.68,0.664,0.464,12.981,84.03,60.04,Recycling,56.88
End-of-Life,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,3.296,Electricity,67.88,Ship,409.1,Electric,4.184,4.62,3.109,4.434,0.745,0.423,10.172,57.01,93.91,Reuse,64.81
Manufacturing,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,2.788,Electricity,13.22,Truck,670.2,Diesel,2.774,4.7,1.71,3.977,0.283,0.172,0.738,89.54,44.46,Recycling,28.12
End-of-Life,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,2.314,Electricity,71.47,Rail,399.3,Electric,1.129,0.439,3.109,4.863,0.635,0.947,17.621,15.58,87.9,Recycling,0.11
Transport,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,2.793,Electricity,52.75,Ship,729.6,Heavy Fuel Oil,3.78,1.158,4.41,0.896,0.961,0.985,14.088,64.87,97.92,Recycling,24.2
Manufacturing,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Scrap,3.392,Coal,41.21,Ship,175.9,Diesel,0.639,3.502,1.145,2.997,0.238,0.454,14.975,52.81,87.15,Reuse,52.63
Raw Material Extraction,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,1.374,Coal,89.81,Rail,423.7,Diesel,4.337,1.162,3.181,0.826,0.08,0.999,0.705,59.12,1.34,Incineration,55.17
Use,Advanced,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,0.95,Coal,78.97,Truck,299.8,Diesel,1.722,1.262,0.57,2.502,0.448,0.539,12.705,8.86,41.35,Incineration,59.26
End-of-Life,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,1.954,Coal,19.95,Rail,610.2,Electric,3.592,3.753,1.628,0.495,0.916,0.688,18.995,14.56,65.73,Landfill,19.64
Use,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,4.399,Natural Gas,52.43,Rail,537.3,Heavy Fuel Oil,4.654,1.52,3.095,0.722,0.363,0.195,4.426,66.11,28.65,Incineration,25.1
End-of-Life,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,4.136,Electricity,47.91,Rail,386.2,Diesel,4.076,2.444,4.075,1.592,0.962,0.924,16.56,21.28,72.75,Recycling,81.76
End-of-Life,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,2.135,Electricity,14.89,Ship,276.9,Electric,2.928,1.259,3.308,1.959,0.226,0.613,1.939,62.48,97.44,Incineration,71.14
Use,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,1.976,Coal,90.23,Rail,532.6,Heavy Fuel Oil,2.642,1.892,0.261,1.35,0.818,0.26,8.541,63.4,28.24,Reuse,81.18
Manufacturing,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Ore,4.544,Electricity,7.11,Rail,578.8,Diesel,1.747,2.772,2.734,0.05,0.648,0.216,11.403,89.54,19.23,Reuse,27.02
Manufacturing,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,0.786,Natural Gas,49.68,Truck,871.4,Diesel,2.724,1.762,4.529,2.661,0.974,0.75,18.271,64.83,98.94,Landfill,52.54
End-of-Life,Advanced,2015-2019,Asia,1 kg Copper Wire,Aluminium Scrap,3.383,Natural Gas,14.29,Truck,937.4,Electric,1.675,3.325,1.803,4.426,0.11,0.901,12.701,95.65,50.36,Recycling,49.32
Raw Material Extraction,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Copper Ore,2.114,Natural Gas,33.57,Truck,132.1,Diesel,1.636,3.046,0.422,0.93,0.86,0.091,5.205,0.38,71.88,Reuse,85.08
Manufacturing,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,4.458,Natural Gas,90.12,Truck,409.6,Diesel,2.798,3.389,4.573,3.982,0.489,0.51,7.058,1.17,14.44,Landfill,33.16
Transport,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Ore,3.227,Electricity,71.69,Truck,892.1,Heavy Fuel Oil,2.773,1.971,3.457,1.959,0.108,0.004,14.314,89.91,67.81,Reuse,2.76
Transport,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,1.487,Electricity,94.69,Ship,712.6,Electric,3.687,4.032,4.563,2.196,0.43,0.023,18.775,13.05,45.07,Landfill,60.0
End-of-Life,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,4.972,Electricity,40.53,Truck,672.0,Heavy Fuel Oil,4.763,2.857,2.672,2.865,0.818,0.043,15.322,17.23,76.72,Incineration,80.01
Use,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,3.318,Coal,44.47,Truck,735.2,Heavy Fuel Oil,0.095,3.244,1.162,3.302,0.138,0.18,9.31,52.99,41.63,Reuse,61.11
End-of-Life,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,0.741,Coal,20.14,Rail,13.6,Heavy Fuel Oil,2.83,3.453,2.418,2.306,0.426,0.336,11.972,0.61,59.55,Recycling,48.99
End-of-Life,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.315,Electricity,85.59,Rail,830.4,Heavy Fuel Oil,4.036,2.057,1.95,1.034,0.032,0.505,19.507,75.22,54.75,Landfill,29.8
Transport,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,1.048,Coal,27.12,Rail,538.9,Diesel,3.12,1.83,0.525,1.315,0.257,0.535,2.515,28.82,34.36,Incineration,52.72
Use,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Copper Scrap,1.844,Coal,15.83,Truck,35.2,Diesel,0.865,4.124,1.751,2.695,0.49,0.276,16.948,93.86,21.24,Recycling,80.74
Manufacturing,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.901,Electricity,83.99,Truck,414.8,Diesel,3.431,0.95,4.841,3.613,0.077,0.878,19.202,33.36,53.89,Reuse,99.19
Use,Conventional,2015-2019,North America,1 kg Copper Wire,Copper Ore,2.529,Electricity,66.91,Rail,457.9,Diesel,0.378,2.548,4.134,0.208,0.441,0.822,7.392,97.74,38.32,Reuse,78.31
End-of-Life,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,1.605,Coal,33.91,Rail,723.8,Heavy Fuel Oil,0.285,0.469,1.334,1.254,0.066,0.972,6.224,72.25,39.3,Landfill,99.1
Raw Material Extraction,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,1.132,Natural Gas,38.06,Truck,437.4,Heavy Fuel Oil,3.587,2.48,3.752,4.206,0.289,0.804,10.085,7.65,29.7,Incineration,80.29
Raw Material Extraction,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Copper Ore,2.25,Coal,10.23,Truck,642.0,Diesel,4.252,0.664,2.715,1.039,0.338,0.414,0.602,35.57,30.94,Recycling,66.84
Transport,Conventional,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,4.46,Coal,11.42,Ship,488.0,Diesel,1.383,4.938,3.902,0.589,0.369,0.111,15.847,48.71,64.73,Landfill,57.49
Transport,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Scrap,1.322,Coal,2.29,Truck,871.5,Electric,0.462,3.957,0.957,4.264,0.594,0.399,13.338,27.38,41.86,Landfill,82.38
Raw Material Extraction,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,0.54,Electricity,24.16,Truck,743.9,Electric,3.597,0.818,4.915,3.382,0.371,0.351,10.692,3.61,71.46,Reuse,6.84
Use,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.439,Electricity,80.37,Rail,906.2,Electric,0.738,3.727,4.916,0.339,0.028,0.212,4.498,31.95,92.36,Landfill,68.31
Transport,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,0.548,Coal,50.04,Ship,877.0,Heavy Fuel Oil,2.672,0.971,4.77,1.537,0.35,0.356,8.197,70.88,31.45,Incineration,46.5
Manufacturing,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,1.686,Coal,51.28,Ship,947.9,Diesel,1.448,4.082,1.095,0.723,0.091,0.98,11.623,51.43,0.72,Recycling,48.43
Raw Material Extraction,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.482,Natural Gas,41.58,Ship,137.6,Electric,1.338,3.571,2.377,2.397,0.038,0.529,8.782,87.96,38.08,Reuse,60.92
End-of-Life,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,4.712,Electricity,57.06,Truck,39.5,Electric,0.508,4.834,2.76,0.946,0.568,0.957,1.374,52.71,13.61,Reuse,44.67
Raw Material Extraction,Emerging,2020-2025,South America,1 kg Copper Wire,Copper Ore,3.446,Coal,46.46,Truck,963.2,Electric,2.923,4.818,1.572,0.106,0.155,0.072,14.91,18.99,75.71,Incineration,53.76
Use,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.476,Electricity,61.73,Ship,21.3,Diesel,1.674,3.923,3.746,3.953,0.588,0.573,8.444,94.85,94.95,Landfill,0.87
End-of-Life,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.83,Coal,87.18,Truck,609.9,Electric,1.623,2.104,4.241,0.738,0.621,0.231,7.874,0.5,96.94,Landfill,10.86
End-of-Life,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,3.936,Electricity,56.6,Ship,829.7,Heavy Fuel Oil,2.578,4.922,3.035,3.082,0.921,0.258,7.576,66.5,14.11,Recycling,80.96
Use,Advanced,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,3.163,Coal,75.74,Rail,990.4,Electric,4.884,2.238,1.406,3.172,0.711,0.295,5.987,21.5,90.94,Recycling,10.16
Transport,Emerging,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,1.609,Electricity,62.82,Rail,472.9,Diesel,0.604,1.448,2.041,4.793,0.396,0.116,19.461,43.4,13.97,Incineration,61.11
End-of-Life,Conventional,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,4.138,Coal,71.34,Ship,318.4,Heavy Fuel Oil,1.195,4.414,0.969,3.784,0.023,0.42,19.706,63.39,31.07,Incineration,69.98
End-of-Life,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Ore,2.09,Natural Gas,93.94,Rail,242.6,Heavy Fuel Oil,1.6,3.444,3.976,2.882,0.289,0.573,4.773,5.74,91.97,Reuse,48.11
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,2.661,Coal,74.73,Ship,564.4,Diesel,2.271,3.973,2.375,4.564,0.306,0.034,3.409,81.92,92.62,Reuse,7.51
Transport,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,4.589,Coal,94.42,Ship,756.8,Electric,3.805,0.008,1.114,1.073,0.581,0.657,18.083,48.8,50.1,Reuse,5.43
Transport,Emerging,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.988,Natural Gas,94.61,Ship,81.3,Diesel,2.788,1.739,2.142,3.258,0.42,0.496,5.825,8.24,75.52,Landfill,37.84
Use,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,4.49,Electricity,94.55,Ship,97.5,Electric,3.422,4.101,3.235,1.643,0.285,0.462,5.55,89.57,4.9,Reuse,11.27
End-of-Life,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.229,Natural Gas,66.18,Rail,738.7,Heavy Fuel Oil,1.378,1.472,2.068,1.172,0.377,0.697,10.223,96.66,57.96,Reuse,32.86
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Copper Ore,1.318,Electricity,22.77,Truck,25.9,Diesel,2.211,4.8,3.887,1.503,0.799,0.932,13.618,51.18,13.59,Landfill,7.97
Transport,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,1.485,Natural Gas,66.67,Ship,163.2,Electric,2.666,2.183,3.143,0.26,0.98,0.69,14.574,1.62,7.95,Incineration,68.78
Transport,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,0.993,Electricity,89.64,Rail,625.2,Electric,0.355,3.068,4.014,4.005,0.401,0.46,14.855,87.41,79.36,Reuse,59.61
End-of-Life,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,3.762,Electricity,65.58,Rail,581.4,Electric,4.598,3.239,1.91,4.872,0.95,0.781,1.139,72.86,2.99,Recycling,7.36
End-of-Life,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,2.086,Natural Gas,32.3,Rail,568.2,Heavy Fuel Oil,1.219,0.996,3.333,2.217,0.053,0.442,15.295,6.67,91.58,Recycling,47.65
Manufacturing,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,2.804,Coal,30.64,Truck,650.5,Diesel,0.107,3.693,0.496,2.223,0.147,0.169,9.557,6.53,14.99,Reuse,54.36
Manufacturing,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,3.632,Natural Gas,36.58,Rail,867.2,Electric,0.805,2.803,0.447,0.837,0.909,0.993,19.951,80.04,19.96,Recycling,28.61
Raw Material Extraction,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,0.901,Coal,6.35,Rail,735.3,Electric,2.702,3.303,2.9,0.059,0.32,0.691,17.293,15.44,11.8,Reuse,95.89
Raw Material Extraction,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.853,Coal,75.25,Ship,68.6,Heavy Fuel Oil,3.151,0.642,4.227,1.516,0.475,0.187,14.64,50.22,70.58,Reuse,31.97
Raw Material Extraction,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.196,Coal,89.75,Truck,261.7,Electric,4.515,0.379,0.794,3.316,0.994,0.934,10.414,52.78,57.34,Recycling,79.23
End-of-Life,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,2.979,Electricity,12.66,Truck,839.9,Electric,4.427,4.59,2.103,1.106,0.119,0.525,5.91,42.73,9.9,Recycling,19.92
End-of-Life,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,2.473,Coal,18.68,Rail,232.9,Heavy Fuel Oil,0.1,0.365,0.582,3.283,0.15,0.881,15.815,81.73,35.21,Recycling,5.77
Manufacturing,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Copper Ore,0.844,Natural Gas,69.28,Rail,923.9,Electric,0.876,4.321,3.265,3.383,0.698,0.062,12.275,48.33,83.66,Reuse,42.81
Transport,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,2.793,Electricity,58.47,Rail,590.9,Heavy Fuel Oil,2.0,0.831,1.257,2.062,0.62,0.455,15.937,57.51,34.27,Incineration,49.71
Manufacturing,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.117,Coal,4.0,Truck,288.3,Electric,2.254,1.276,3.598,4.311,0.297,0.024,17.573,57.74,0.58,Reuse,49.99
Use,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,0.935,Natural Gas,67.72,Truck,538.5,Electric,4.566,1.975,4.618,4.182,0.752,0.438,8.579,39.47,5.17,Reuse,60.6
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,4.091,Coal,74.66,Truck,587.0,Electric,1.786,3.474,2.644,4.199,0.273,0.102,0.563,74.3,59.93,Landfill,5.99
Transport,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Ore,4.28,Electricity,48.24,Truck,466.7,Heavy Fuel Oil,3.423,3.173,1.194,3.224,0.858,0.392,6.151,6.01,60.51,Incineration,75.54
Raw Material Extraction,Emerging,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,4.854,Coal,61.58,Rail,453.4,Diesel,4.676,0.894,3.542,1.637,0.861,0.745,7.006,77.48,89.04,Landfill,25.23
Raw Material Extraction,Emerging,2015-2019,Asia,1 kg Copper Wire,Copper Ore,3.073,Natural Gas,42.54,Rail,926.6,Electric,4.861,0.519,2.744,2.654,0.869,0.779,6.099,52.2,37.82,Recycling,35.32
End-of-Life,Conventional,2020-2025,North America,1 kg Copper Wire,Copper Scrap,3.789,Natural Gas,60.34,Rail,206.9,Heavy Fuel Oil,3.103,2.318,1.705,0.333,0.929,0.862,6.419,55.63,86.47,Landfill,51.94
End-of-Life,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.138,Electricity,47.99,Rail,320.9,Electric,2.289,4.24,2.044,3.997,0.233,0.594,8.808,97.31,0.08,Reuse,36.37
Raw Material Extraction,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Ore,4.16,Natural Gas,39.76,Ship,225.3,Heavy Fuel Oil,4.266,2.959,2.783,2.004,0.158,0.576,10.353,40.21,7.69,Landfill,65.1
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,3.343,Natural Gas,56.35,Truck,140.2,Heavy Fuel Oil,1.514,2.349,3.672,1.115,0.801,0.319,13.481,93.69,71.42,Incineration,6.93
Manufacturing,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.194,Coal,58.24,Truck,676.5,Heavy Fuel Oil,1.724,2.144,1.88,3.49,0.914,0.778,5.632,54.01,47.81,Reuse,1.55
Transport,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,4.723,Natural Gas,47.13,Truck,943.7,Diesel,3.321,3.541,2.135,4.29,0.185,0.959,12.518,33.23,73.94,Reuse,74.52
Raw Material Extraction,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.986,Coal,30.05,Ship,35.4,Heavy Fuel Oil,4.446,3.988,2.009,0.831,0.469,0.306,4.284,48.62,82.97,Incineration,58.17
Manufacturing,Emerging,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,2.693,Coal,99.41,Ship,762.7,Electric,0.66,2.084,2.325,3.053,0.682,0.326,7.664,10.35,8.93,Landfill,75.8
Use,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,4.667,Coal,20.49,Rail,923.9,Electric,1.719,4.404,0.13,0.453,0.435,0.848,9.26,83.95,34.08,Incineration,13.25
Use,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Copper Scrap,4.665,Coal,8.57,Truck,710.1,Electric,4.415,0.6,2.596,0.264,0.459,0.787,6.428,23.33,25.17,Reuse,79.13
Transport,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,4.882,Coal,23.61,Rail,78.0,Heavy Fuel Oil,0.629,3.141,3.381,2.247,0.079,0.928,18.634,39.36,82.1,Landfill,89.86
Manufacturing,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.786,Electricity,60.55,Rail,735.8,Electric,4.457,0.446,0.265,3.375,0.048,0.104,8.737,18.22,89.88,Reuse,33.16
Raw Material Extraction,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.099,Natural Gas,1.97,Truck,518.3,Diesel,4.05,4.842,3.394,1.013,0.363,0.157,7.087,56.13,48.74,Recycling,87.37
Raw Material Extraction,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,1.418,Coal,43.93,Ship,635.8,Diesel,4.906,1.069,4.165,3.089,0.134,0.784,3.911,69.97,24.06,Reuse,46.83
Transport,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,4.025,Electricity,63.79,Truck,742.9,Heavy Fuel Oil,4.017,0.174,2.403,4.928,0.795,0.366,6.058,70.48,13.72,Recycling,88.27
End-of-Life,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Ore,0.868,Coal,56.35,Truck,848.4,Diesel,3.6,2.428,1.147,3.002,0.966,0.095,1.115,41.96,59.12,Landfill,35.81
Use,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,3.73,Coal,52.76,Truck,353.7,Heavy Fuel Oil,3.971,0.497,0.2,0.284,0.814,0.798,16.7,28.37,49.15,Reuse,31.97
Manufacturing,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Ore,3.143,Electricity,84.68,Truck,29.7,Heavy Fuel Oil,2.849,1.005,4.35,4.785,0.828,0.034,6.404,22.97,82.63,Recycling,1.81
Transport,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Copper Ore,4.652,Natural Gas,59.16,Ship,746.6,Electric,2.278,3.535,1.672,3.301,0.431,0.932,18.644,57.03,77.33,Landfill,74.23
Manufacturing,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,3.679,Natural Gas,97.43,Truck,879.0,Diesel,3.727,0.395,1.775,1.717,0.512,0.857,13.602,77.15,4.17,Incineration,5.36
End-of-Life,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,4.678,Coal,21.75,Rail,796.6,Electric,2.741,1.748,3.818,4.824,0.259,0.352,6.219,64.46,72.43,Reuse,47.84
Manufacturing,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.466,Electricity,32.81,Truck,749.9,Electric,4.418,2.54,1.243,3.328,0.639,0.909,6.057,81.74,67.06,Reuse,84.0
End-of-Life,Emerging,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,0.963,Electricity,82.89,Rail,482.3,Heavy Fuel Oil,3.873,1.216,1.738,2.074,0.55,0.51,5.112,90.37,94.44,Landfill,23.72
Use,Conventional,2015-2019,North America,1 kg Copper Wire,Copper Ore,2.259,Natural Gas,80.66,Ship,784.9,Electric,4.868,4.737,4.375,2.933,0.338,0.522,15.538,10.44,70.31,Recycling,89.61
End-of-Life,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,1.447,Electricity,81.31,Rail,891.9,Diesel,0.335,4.79,2.511,2.289,0.603,0.214,13.441,80.89,32.23,Reuse,25.55
Manufacturing,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,4.618,Coal,47.29,Truck,632.6,Electric,4.277,3.585,1.609,0.102,0.469,0.248,8.681,45.84,86.57,Reuse,76.68
Transport,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,1.382,Electricity,32.28,Ship,587.8,Heavy Fuel Oil,2.827,2.728,4.761,3.463,0.097,0.94,9.533,58.06,81.95,Incineration,21.33
Transport,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,2.804,Natural Gas,86.08,Truck,739.3,Diesel,1.753,2.946,0.04,0.236,0.113,0.694,12.592,91.61,70.86,Incineration,42.06
Raw Material Extraction,Conventional,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,4.401,Electricity,5.23,Rail,20.0,Electric,1.251,0.638,1.351,1.528,0.455,0.611,7.374,96.72,54.17,Incineration,87.62
End-of-Life,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Ore,4.11,Electricity,5.76,Rail,476.7,Heavy Fuel Oil,4.032,4.533,3.164,4.66,0.663,0.208,11.391,75.6,66.64,Recycling,8.34
Use,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.567,Coal,69.09,Truck,533.0,Electric,0.154,3.692,0.397,0.924,0.904,0.315,1.169,1.74,93.55,Reuse,37.25
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Scrap,3.295,Natural Gas,41.98,Rail,221.3,Heavy Fuel Oil,4.388,4.748,4.939,0.207,0.05,0.858,3.935,56.17,57.98,Landfill,66.19
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Copper Scrap,0.669,Electricity,31.55,Truck,519.0,Heavy Fuel Oil,0.872,4.72,4.144,0.697,0.671,0.41,6.574,29.1,66.27,Incineration,90.36
Manufacturing,Advanced,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,4.263,Coal,35.55,Ship,710.7,Electric,2.637,2.202,1.484,0.406,0.192,0.566,14.709,3.68,37.92,Recycling,16.58
Manufacturing,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.21,Coal,86.6,Rail,930.4,Diesel,4.426,4.362,3.005,1.215,0.747,0.725,3.75,19.48,10.93,Reuse,49.87
End-of-Life,Conventional,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.947,Electricity,90.11,Ship,46.3,Electric,1.62,4.38,4.995,3.615,0.901,0.016,15.549,46.16,69.04,Incineration,43.0
Manufacturing,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Scrap,3.062,Electricity,26.74,Rail,578.4,Electric,1.454,1.401,1.636,1.004,0.223,0.932,9.362,61.41,57.18,Incineration,26.54
Manufacturing,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,0.501,Coal,11.33,Ship,832.5,Diesel,0.547,1.034,4.564,4.039,0.053,0.643,10.556,36.49,49.76,Recycling,15.11
Manufacturing,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Ore,4.796,Natural Gas,17.98,Truck,194.2,Heavy Fuel Oil,1.844,1.063,1.564,0.199,0.614,0.241,19.434,11.42,7.73,Reuse,17.42
End-of-Life,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,2.941,Natural Gas,75.0,Rail,563.5,Electric,4.302,2.968,0.693,0.928,0.358,0.92,9.47,87.42,7.47,Landfill,68.67
Raw Material Extraction,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.602,Natural Gas,18.14,Rail,90.8,Heavy Fuel Oil,1.576,4.103,3.203,2.31,0.845,0.181,5.941,55.41,58.96,Recycling,32.09
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.769,Coal,12.88,Ship,20.9,Electric,4.525,2.208,1.155,1.649,0.518,0.946,14.559,94.82,11.21,Recycling,17.83
