Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Transport,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Ore,4.331,Natural Gas,18.95,Rail,545.3,Diesel,0.412,0.021,0.012,0.008,0.043,0.022,0.454,26.61,63.95,Incineration,36.65
Manufacturing,Advanced,2020-2025,Asia,1 kg Copper Wire,Copper Ore,1.17,Coal,8.18,Rail,290.4,Electric,0.071,0.004,0.002,0.001,0.012,0.006,0.078,20.48,96.11,Reuse,52.69
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,2.462,Electricity,47.52,Ship,889.8,Diesel,1.011,0.051,0.03,0.02,0.025,0.012,1.112,27.99,42.84,Reuse,33.09
Manufacturing,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,2.294,Electricity,5.7,Truck,396.8,Electric,0.06,0.003,0.002,0.001,0.023,0.011,0.066,17.48,53.01,Incineration,27.51
Raw Material Extraction,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,4.17,Natural Gas,56.29,Truck,553.0,Heavy Fuel Oil,0.62,0.031,0.019,0.012,0.042,0.021,0.682,68.05,48.14,Recycling,56.23
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,3.256,Electricity,35.7,Truck,856.3,Electric,0.391,0.02,0.012,0.008,0.033,0.016,0.43,20.81,81.76,Reuse,36.86
Manufacturing,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,4.708,Electricity,38.03,Rail,951.8,Diesel,0.671,0.034,0.02,0.013,0.047,0.024,0.738,9.79,60.74,Recycling,33.15
Raw Material Extraction,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,3.676,Natural Gas,30.54,Rail,597.8,Electric,0.311,0.016,0.009,0.006,0.037,0.018,0.343,20.82,95.81,Incineration,46.31
Manufacturing,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,4.992,Electricity,43.82,Rail,848.3,Diesel,0.884,0.044,0.027,0.018,0.05,0.025,0.972,15.93,45.72,Landfill,20.0
Transport,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.013,Coal,37.4,Ship,85.8,Electric,0.294,0.015,0.009,0.006,0.01,0.005,0.323,62.7,47.64,Recycling,49.68
Use,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,0.873,Natural Gas,82.66,Truck,361.4,Heavy Fuel Oil,0.774,0.039,0.023,0.015,0.009,0.004,0.851,71.52,16.16,Recycling,47.94
Transport,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,4.636,Natural Gas,78.86,Ship,876.3,Heavy Fuel Oil,0.757,0.038,0.023,0.015,0.046,0.023,0.832,18.22,36.97,Reuse,27.31
Raw Material Extraction,Conventional,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,2.371,Coal,68.77,Ship,403.5,Heavy Fuel Oil,0.613,0.031,0.018,0.012,0.024,0.012,0.674,16.87,40.26,Incineration,21.41
Raw Material Extraction,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.685,Electricity,98.34,Ship,164.1,Electric,1.032,0.052,0.031,0.021,0.037,0.018,1.135,98.2,70.0,Recycling,76.22
Transport,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,1.574,Natural Gas,31.82,Ship,390.8,Diesel,0.631,0.032,0.019,0.013,0.016,0.008,0.694,13.3,64.1,Reuse,28.31
Use,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Scrap,1.009,Coal,4.55,Rail,361.7,Heavy Fuel Oil,0.041,0.002,0.001,0.001,0.01,0.005,0.045,83.55,64.61,Recycling,73.66
Raw Material Extraction,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,4.562,Natural Gas,9.99,Truck,382.6,Heavy Fuel Oil,0.102,0.005,0.003,0.002,0.046,0.023,0.112,82.25,47.87,Recycling,58.93
End-of-Life,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,3.564,Natural Gas,27.17,Ship,54.4,Electric,0.322,0.016,0.01,0.006,0.036,0.018,0.354,79.78,58.65,Recycling,60.71
Raw Material Extraction,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,0.839,Natural Gas,84.36,Ship,64.2,Diesel,1.921,0.096,0.058,0.038,0.008,0.004,2.113,85.75,79.64,Recycling,80.59
End-of-Life,Advanced,2010-2014,Europe,1 kg Copper Wire,Copper Ore,3.438,Natural Gas,47.94,Truck,422.5,Electric,0.485,0.024,0.015,0.01,0.034,0.017,0.533,68.8,69.14,Recycling,58.19
End-of-Life,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,3.789,Natural Gas,44.84,Truck,513.2,Diesel,0.935,0.047,0.028,0.019,0.038,0.019,1.029,89.98,71.84,Recycling,68.4
Use,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.141,Electricity,21.48,Rail,651.5,Electric,0.244,0.012,0.007,0.005,0.021,0.011,0.268,17.12,56.55,Recycling,32.16
End-of-Life,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,2.077,Electricity,27.71,Truck,158.5,Electric,0.263,0.013,0.008,0.005,0.021,0.01,0.29,92.22,58.27,Recycling,70.77
Raw Material Extraction,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.944,Coal,26.55,Ship,792.8,Heavy Fuel Oil,0.314,0.016,0.009,0.006,0.029,0.015,0.346,61.46,39.5,Recycling,51.19
Manufacturing,Conventional,2020-2025,Europe,1 m2 Aluminium Panel,Copper Scrap,2.006,Coal,73.01,Rail,142.2,Electric,0.647,0.032,0.019,0.013,0.02,0.01,0.711,82.62,0.0,Recycling,34.38
Transport,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,1.842,Electricity,18.33,Ship,271.1,Heavy Fuel Oil,0.217,0.011,0.007,0.004,0.018,0.009,0.239,22.79,34.29,Recycling,24.01
Use,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.725,Electricity,38.8,Truck,924.7,Heavy Fuel Oil,0.35,0.018,0.011,0.007,0.047,0.024,0.386,69.21,28.94,Recycling,37.94
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Copper Wire,Copper Ore,2.747,Coal,76.06,Rail,275.0,Electric,0.821,0.041,0.025,0.016,0.027,0.014,0.903,11.96,37.79,Reuse,20.0
Transport,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Scrap,1.629,Natural Gas,20.6,Truck,797.7,Electric,0.185,0.009,0.006,0.004,0.016,0.008,0.204,88.38,17.36,Recycling,49.74
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,0.739,Coal,58.94,Ship,369.9,Diesel,1.145,0.057,0.034,0.023,0.007,0.004,1.259,77.82,16.88,Recycling,50.21
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,4.583,Electricity,20.09,Truck,251.3,Heavy Fuel Oil,0.206,0.01,0.006,0.004,0.046,0.023,0.226,91.27,42.44,Recycling,57.79
End-of-Life,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Scrap,1.887,Electricity,73.96,Rail,87.0,Electric,0.736,0.037,0.022,0.015,0.019,0.009,0.81,88.43,83.6,Recycling,82.84
Manufacturing,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,1.302,Natural Gas,88.13,Ship,240.4,Diesel,1.779,0.089,0.053,0.036,0.013,0.007,1.957,66.21,38.6,Recycling,51.05
Raw Material Extraction,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,4.256,Electricity,53.47,Rail,213.2,Heavy Fuel Oil,0.584,0.029,0.018,0.012,0.043,0.021,0.643,85.12,49.44,Recycling,67.38
Use,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.629,Coal,53.64,Rail,633.2,Diesel,0.855,0.043,0.026,0.017,0.016,0.008,0.941,75.73,14.41,Recycling,42.17
Transport,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.478,Coal,77.22,Rail,483.6,Heavy Fuel Oil,0.846,0.042,0.025,0.017,0.015,0.007,0.931,80.34,58.66,Recycling,57.87
End-of-Life,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,1.889,Electricity,66.26,Truck,566.8,Diesel,1.596,0.08,0.048,0.032,0.019,0.009,1.756,76.53,90.27,Recycling,74.03
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,2.346,Natural Gas,89.17,Ship,128.4,Diesel,1.831,0.092,0.055,0.037,0.023,0.012,2.014,73.02,22.14,Recycling,34.24
Raw Material Extraction,Emerging,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Scrap,3.632,Coal,22.24,Rail,53.5,Heavy Fuel Oil,0.243,0.012,0.007,0.005,0.036,0.018,0.268,78.55,70.0,Recycling,59.81
End-of-Life,Advanced,2020-2025,South America,1 kg Copper Wire,Copper Ore,1.438,Electricity,46.94,Truck,485.8,Heavy Fuel Oil,0.44,0.022,0.013,0.009,0.014,0.007,0.484,75.12,64.99,Recycling,63.02
Raw Material Extraction,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Ore,1.249,Coal,73.4,Ship,652.6,Diesel,1.543,0.077,0.046,0.031,0.012,0.006,1.698,10.62,46.79,Landfill,25.67
Use,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,3.445,Coal,13.28,Ship,171.3,Heavy Fuel Oil,0.146,0.007,0.004,0.003,0.034,0.017,0.161,67.83,66.31,Recycling,52.07
Transport,Conventional,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,4.215,Electricity,89.29,Rail,840.2,Heavy Fuel Oil,0.981,0.049,0.029,0.02,0.042,0.021,1.079,27.63,42.63,Reuse,30.48
End-of-Life,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,0.578,Natural Gas,9.14,Ship,162.1,Diesel,0.2,0.01,0.006,0.004,0.006,0.003,0.22,94.9,36.78,Recycling,64.53
Use,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,2.064,Electricity,67.28,Ship,182.4,Diesel,1.3,0.065,0.039,0.026,0.021,0.01,1.43,19.87,67.33,Landfill,39.08
Transport,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,1.417,Coal,31.41,Truck,140.5,Heavy Fuel Oil,0.349,0.017,0.01,0.007,0.014,0.007,0.384,100.0,68.63,Recycling,78.76
Manufacturing,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,3.465,Coal,89.8,Ship,447.3,Diesel,1.723,0.086,0.052,0.034,0.035,0.017,1.896,19.69,70.0,Recycling,35.99
End-of-Life,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,1.572,Electricity,86.45,Truck,903.8,Heavy Fuel Oil,0.757,0.038,0.023,0.015,0.016,0.008,0.832,89.12,51.17,Recycling,58.71
Raw Material Extraction,Emerging,2010-2014,Asia,1 m2 Aluminium Panel,Copper Scrap,4.734,Electricity,58.23,Truck,840.9,Electric,0.691,0.035,0.021,0.014,0.047,0.024,0.76,86.97,70.0,Recycling,79.93
Use,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,3.827,Natural Gas,40.23,Truck,905.0,Heavy Fuel Oil,0.419,0.021,0.013,0.008,0.038,0.019,0.461,23.36,29.09,Recycling,30.97
Use,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,4.246,Electricity,93.33,Ship,797.2,Heavy Fuel Oil,0.964,0.048,0.029,0.019,0.042,0.021,1.06,17.9,100.0,Recycling,45.18
Raw Material Extraction,Conventional,2015-2019,South America,1 kg Copper Wire,Copper Scrap,4.96,Coal,36.58,Ship,355.0,Electric,0.344,0.017,0.01,0.007,0.05,0.025,0.378,76.23,41.1,Recycling,48.16
End-of-Life,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Ore,4.594,Electricity,81.18,Truck,190.7,Heavy Fuel Oil,0.906,0.045,0.027,0.018,0.046,0.023,0.997,82.07,57.37,Recycling,64.4
Raw Material Extraction,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,4.585,Coal,35.48,Truck,875.2,Heavy Fuel Oil,0.333,0.017,0.01,0.007,0.046,0.023,0.367,32.85,53.81,Incineration,41.22
Transport,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,3.539,Natural Gas,81.28,Ship,951.9,Diesel,1.692,0.085,0.051,0.034,0.035,0.018,1.862,85.1,42.87,Recycling,60.97
Raw Material Extraction,Emerging,2015-2019,Europe,1 kg Copper Wire,Copper Ore,4.45,Natural Gas,2.01,Rail,978.0,Diesel,0.042,0.002,0.001,0.001,0.045,0.022,0.046,18.62,38.62,Incineration,32.42
Raw Material Extraction,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,1.66,Coal,75.86,Truck,478.5,Heavy Fuel Oil,0.781,0.039,0.023,0.016,0.017,0.008,0.859,85.62,31.77,Recycling,52.54
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,1.69,Natural Gas,35.06,Truck,669.8,Diesel,0.716,0.036,0.021,0.014,0.017,0.008,0.788,24.46,57.85,Recycling,40.93
Raw Material Extraction,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,2.851,Electricity,50.91,Truck,704.0,Heavy Fuel Oil,0.403,0.02,0.012,0.008,0.029,0.014,0.443,82.26,57.84,Recycling,60.03
End-of-Life,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,4.914,Electricity,36.39,Ship,808.5,Heavy Fuel Oil,0.348,0.017,0.01,0.007,0.049,0.025,0.383,99.12,54.18,Recycling,74.11
Raw Material Extraction,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,4.417,Coal,78.57,Ship,531.6,Heavy Fuel Oil,0.852,0.043,0.026,0.017,0.044,0.022,0.937,16.55,53.33,Incineration,25.63
End-of-Life,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,1.273,Electricity,63.09,Ship,250.1,Diesel,1.445,0.072,0.043,0.029,0.013,0.006,1.59,71.29,27.12,Recycling,51.6
Raw Material Extraction,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,4.293,Coal,6.74,Rail,986.0,Diesel,0.111,0.006,0.003,0.002,0.043,0.021,0.122,15.83,49.79,Incineration,21.04
Use,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,2.41,Natural Gas,84.99,Truck,850.9,Electric,0.89,0.044,0.027,0.018,0.024,0.012,0.979,24.44,73.45,Incineration,34.65
Transport,Emerging,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,1.463,Electricity,30.86,Rail,689.0,Heavy Fuel Oil,0.334,0.017,0.01,0.007,0.015,0.007,0.368,21.12,30.91,Reuse,20.0
End-of-Life,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,4.624,Coal,70.68,Rail,144.0,Heavy Fuel Oil,0.804,0.04,0.024,0.016,0.046,0.023,0.884,73.66,55.94,Recycling,61.45
Raw Material Extraction,Advanced,2010-2014,South America,1 kg Copper Wire,Copper Ore,0.781,Coal,68.48,Truck,612.9,Heavy Fuel Oil,0.64,0.032,0.019,0.013,0.008,0.004,0.704,12.92,76.16,Landfill,34.91
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Ore,4.832,Electricity,22.12,Truck,290.3,Diesel,0.453,0.023,0.014,0.009,0.048,0.024,0.499,98.54,46.78,Recycling,72.31
Manufacturing,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,2.704,Coal,50.52,Truck,530.2,Diesel,1.302,0.065,0.039,0.026,0.027,0.014,1.432,78.74,54.21,Recycling,59.47
Transport,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,3.491,Electricity,79.46,Truck,842.6,Diesel,1.579,0.079,0.047,0.032,0.035,0.017,1.737,18.44,64.12,Reuse,36.36
Manufacturing,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,4.211,Electricity,67.55,Ship,727.8,Electric,0.612,0.031,0.018,0.012,0.042,0.021,0.673,12.61,15.48,Landfill,20.0
Transport,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,2.215,Electricity,97.92,Ship,494.7,Diesel,1.975,0.099,0.059,0.039,0.022,0.011,2.172,17.41,23.03,Reuse,21.47
Use,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,2.765,Electricity,87.42,Truck,764.1,Electric,0.812,0.041,0.024,0.016,0.028,0.014,0.893,14.22,61.89,Recycling,27.02
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.857,Electricity,28.73,Truck,592.4,Electric,0.251,0.013,0.008,0.005,0.049,0.024,0.276,92.07,45.49,Recycling,62.61
Use,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Ore,0.643,Coal,96.4,Rail,572.5,Diesel,2.101,0.105,0.063,0.042,0.006,0.003,2.311,27.47,34.73,Reuse,26.22
End-of-Life,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.319,Electricity,78.2,Ship,615.0,Electric,0.905,0.045,0.027,0.018,0.033,0.017,0.996,84.5,56.3,Recycling,60.26
End-of-Life,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,2.35,Natural Gas,67.73,Truck,282.0,Heavy Fuel Oil,0.64,0.032,0.019,0.013,0.024,0.012,0.704,85.54,65.36,Recycling,65.7
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,2.526,Coal,22.54,Ship,202.8,Heavy Fuel Oil,0.257,0.013,0.008,0.005,0.025,0.013,0.283,10.04,56.29,Incineration,26.45
Raw Material Extraction,Advanced,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,0.517,Natural Gas,40.8,Rail,745.4,Diesel,0.792,0.04,0.024,0.016,0.005,0.003,0.871,88.08,82.35,Recycling,85.88
Raw Material Extraction,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,1.407,Natural Gas,68.41,Truck,257.1,Diesel,1.428,0.071,0.043,0.029,0.014,0.007,1.571,21.7,26.55,Landfill,21.3
Raw Material Extraction,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Copper Ore,3.818,Coal,47.25,Rail,103.6,Electric,0.415,0.021,0.012,0.008,0.038,0.019,0.456,15.06,61.8,Landfill,40.4
Manufacturing,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.142,Coal,50.61,Ship,727.0,Diesel,0.971,0.049,0.029,0.019,0.031,0.016,1.068,97.45,34.78,Recycling,57.47
Use,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,1.221,Coal,95.96,Rail,950.6,Diesel,1.831,0.092,0.055,0.037,0.012,0.006,2.015,19.79,56.51,Recycling,31.19
Use,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,1.796,Coal,62.58,Truck,192.1,Diesel,1.442,0.072,0.043,0.029,0.018,0.009,1.587,94.19,92.17,Recycling,79.63
End-of-Life,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,2.653,Electricity,74.8,Truck,968.8,Heavy Fuel Oil,0.753,0.038,0.023,0.015,0.027,0.013,0.829,93.21,70.9,Recycling,76.3
Transport,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,0.792,Coal,73.31,Ship,821.9,Electric,0.762,0.038,0.023,0.015,0.008,0.004,0.839,15.92,36.94,Incineration,24.03
Raw Material Extraction,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,3.133,Coal,28.18,Ship,776.7,Heavy Fuel Oil,0.235,0.012,0.007,0.005,0.031,0.016,0.259,98.48,91.15,Recycling,85.65
Transport,Conventional,2015-2019,Asia,1 kg Copper Wire,Copper Scrap,2.264,Coal,85.06,Ship,168.4,Diesel,1.58,0.079,0.047,0.032,0.023,0.011,1.738,68.49,37.67,Recycling,45.04
Manufacturing,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,2.687,Natural Gas,12.37,Rail,432.8,Heavy Fuel Oil,0.127,0.006,0.004,0.003,0.027,0.013,0.14,77.6,52.7,Recycling,59.94
Use,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Ore,2.036,Electricity,34.8,Truck,345.3,Diesel,0.756,0.038,0.023,0.015,0.02,0.01,0.832,16.48,55.2,Incineration,25.26
End-of-Life,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,0.711,Electricity,96.57,Truck,887.4,Electric,0.984,0.049,0.03,0.02,0.007,0.004,1.082,61.39,22.49,Recycling,39.51
Manufacturing,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Ore,2.89,Natural Gas,12.22,Ship,439.7,Heavy Fuel Oil,0.124,0.006,0.004,0.002,0.029,0.014,0.137,15.97,42.78,Incineration,22.66
Use,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,3.682,Natural Gas,57.52,Ship,474.8,Electric,0.643,0.032,0.019,0.013,0.037,0.018,0.707,16.57,57.01,Incineration,32.79
End-of-Life,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.596,Electricity,57.92,Ship,175.1,Heavy Fuel Oil,0.618,0.031,0.019,0.012,0.036,0.018,0.68,85.19,52.95,Recycling,57.41
Transport,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.202,Natural Gas,6.79,Truck,862.7,Heavy Fuel Oil,0.064,0.003,0.002,0.001,0.022,0.011,0.071,89.6,87.99,Recycling,95.27
End-of-Life,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,1.299,Electricity,15.42,Rail,845.8,Electric,0.16,0.008,0.005,0.003,0.013,0.006,0.176,86.58,17.79,Recycling,41.77
Manufacturing,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,4.413,Natural Gas,28.74,Ship,150.4,Heavy Fuel Oil,0.274,0.014,0.008,0.005,0.044,0.022,0.301,84.94,72.9,Recycling,75.74
Raw Material Extraction,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.999,Coal,77.8,Truck,26.3,Diesel,1.669,0.083,0.05,0.033,0.03,0.015,1.836,27.89,47.49,Reuse,33.57
End-of-Life,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,4.232,Electricity,25.81,Truck,494.9,Diesel,0.544,0.027,0.016,0.011,0.042,0.021,0.599,74.5,22.18,Recycling,41.8
Transport,Advanced,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,2.398,Electricity,84.74,Rail,690.7,Heavy Fuel Oil,0.772,0.039,0.023,0.015,0.024,0.012,0.849,23.35,71.55,Incineration,40.79
End-of-Life,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,2.981,Electricity,40.88,Ship,795.4,Electric,0.424,0.021,0.013,0.008,0.03,0.015,0.466,85.84,73.56,Recycling,76.16
Use,Emerging,2010-2014,Asia,1 m2 Aluminium Panel,Copper Scrap,3.517,Coal,57.61,Ship,493.3,Electric,0.62,0.031,0.019,0.012,0.035,0.018,0.683,99.51,44.49,Recycling,68.15
Use,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.179,Coal,41.71,Ship,24.9,Diesel,0.743,0.037,0.022,0.015,0.022,0.011,0.817,80.8,58.65,Recycling,67.47
Transport,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Copper Ore,3.752,Coal,55.12,Truck,538.9,Heavy Fuel Oil,0.593,0.03,0.018,0.012,0.038,0.019,0.652,30.1,76.6,Landfill,47.08
Use,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.913,Coal,11.92,Truck,139.7,Heavy Fuel Oil,0.118,0.006,0.004,0.002,0.029,0.015,0.13,56.4,34.83,Recycling,34.6
Use,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.111,Electricity,24.84,Rail,736.6,Heavy Fuel Oil,0.218,0.011,0.007,0.004,0.011,0.006,0.24,13.35,59.95,Incineration,27.52
Transport,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.093,Natural Gas,90.84,Ship,652.9,Diesel,1.633,0.082,0.049,0.033,0.011,0.005,1.797,71.25,94.97,Recycling,77.4
Use,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,1.639,Coal,35.37,Truck,297.7,Diesel,0.693,0.035,0.021,0.014,0.016,0.008,0.762,16.19,70.0,Recycling,38.36
Manufacturing,Conventional,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,2.375,Natural Gas,98.35,Rail,629.6,Electric,0.928,0.046,0.028,0.019,0.024,0.012,1.021,23.94,3.93,Reuse,20.0
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,1.004,Natural Gas,84.02,Rail,676.7,Diesel,1.68,0.084,0.05,0.034,0.01,0.005,1.848,20.42,52.04,Recycling,26.73
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,2.459,Electricity,31.68,Truck,990.9,Diesel,0.698,0.035,0.021,0.014,0.025,0.012,0.767,23.45,60.6,Landfill,28.43
Manufacturing,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,3.686,Natural Gas,33.32,Truck,727.3,Heavy Fuel Oil,0.285,0.014,0.009,0.006,0.037,0.018,0.314,89.16,90.7,Recycling,89.19
End-of-Life,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,2.784,Coal,25.9,Rail,450.1,Electric,0.27,0.013,0.008,0.005,0.028,0.014,0.297,70.99,37.86,Recycling,56.08
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.458,Coal,82.96,Truck,319.9,Electric,0.769,0.038,0.023,0.015,0.015,0.007,0.846,81.61,33.59,Recycling,63.12
End-of-Life,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,2.405,Natural Gas,93.55,Ship,496.6,Electric,0.938,0.047,0.028,0.019,0.024,0.012,1.031,77.04,56.2,Recycling,62.37
Use,Conventional,2015-2019,North America,1 kg Copper Wire,Copper Ore,3.556,Electricity,81.3,Truck,772.2,Electric,0.869,0.043,0.026,0.017,0.036,0.018,0.956,15.1,14.05,Landfill,20.0
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,1.077,Electricity,75.41,Ship,971.4,Heavy Fuel Oil,0.82,0.041,0.025,0.016,0.011,0.005,0.903,88.42,62.35,Recycling,65.78
Use,Conventional,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,3.136,Electricity,4.11,Truck,671.2,Electric,0.04,0.002,0.001,0.001,0.031,0.016,0.044,14.56,26.16,Reuse,20.0
